,price
15816,173700090.0
6177,3562679.0
12722,9903968.0
16095,8100000.0
6618,12296930.0
18841,31700000.0
7042,15098217.0
3026,70000000.0
7070,17809968.0
16722,13592510.0
11699,17200000.0
16514,96000000.0
11840,7600000.0
12491,5049000.0
2238,3200000.0
19186,11490000.0
12166,6750000.0
7979,68425500.0
20312,4450000.0
14307,10400000.0
11048,11500000.0
22584,79000000.0
7581,4600000.0
8719,8500000.0
14234,5810321.0
5206,12400000.0
10564,11200000.0
1625,22776700.0
9531,7618113.0
81,11000000.0
19235,6872676.0
8856,6400000.0
17087,10200000.0
23138,12000000.0
21751,12050010.0
4059,8500000.0
15660,6750000.0
15877,43000000.0
2065,25371122.0
6278,6616400.0
18666,61000000.0
523,27800000.0
9161,19945768.0
5881,12850000.0
19898,11800000.0
19866,21500000.0
7976,79900000.0
22328,5625200.0
3384,79000000.0
19789,13200000.0
15006,15141000.0
13878,10500000.0
16491,97515840.0
17489,21695482.0
17831,9750000.0
4500,38990000.0
22876,7900000.0
8267,22200000.0
17330,5890000.0
20213,5893153.0
2022,16386947.0
1619,39600000.0
16790,60000000.0
1657,27790835.0
8727,8600000.0
15958,6423600.0
10754,37956051.0
21563,6950000.0
22443,15287000.0
12788,7500000.0
3267,42000000.0
18013,13600000.0
17418,31342500.0
22801,2850000.0
345,8244914.0
22878,9000000.0
15706,15037800.0
21881,4250400.0
1925,10431300.0
18490,9100000.0
6397,9500000.0
17374,5397000.0
18281,14331360.0
5506,7400000.0
278,7269760.0
1762,13305760.0
4542,10500000.0
3934,6950000.0
23094,10000000.0
17240,10082515.0
10561,11000000.0
20829,7500000.0
9082,9900000.0
9690,10100000.0
21032,15097400.0
3565,95000000.0
15253,19800000.0
9457,9350000.0
13991,22188000.0
18198,6150000.0
19497,6833225.0
6297,7080840.0
4233,5700000.0
19169,7600000.0
8310,12000000.0
10225,6990000.0
11229,26176953.0
1583,19136000.0
13959,7400000.0
15187,7321018.0
8039,46000000.0
17830,9673684.0
21249,460598850.0
13259,9200000.0
13146,5750000.0
15462,117000000.0
7587,5700000.0
8214,51520320.0
20489,8932455.0
16316,9350000.0
8042,50000000.0
8599,4500000.0
5747,6732495.0
12103,8990000.0
5924,15102500.0
8666,7400000.0
14225,5042880.0
2474,34000000.0
11871,8374839.0
20226,6220071.0
7340,13217720.0
4404,24900000.0
16430,227943276.0
13134,9800000.0
11486,15219490.0
9537,9231401.0
20711,3264000.0
14469,38000000.0
4981,10800000.0
18686,5500000.0
289,7382386.0
21288,82000000.0
6176,3539760.0
20253,6979500.0
9126,18500000.0
10086,15100000.0
356,8358585.0
10873,16347290.0
19965,15000000.0
22615,24500000.0
11455,7100000.0
2495,9800000.0
14160,10550000.0
12205,5500000.0
710,10900000.0
12018,5418000.0
7539,6100000.0
22198,30900000.0
1049,8500000.0
12943,19151625.0
15431,9500000.0
10631,100900000.0
4899,9200000.0
16854,43442107.0
6437,29500000.0
8209,125000000.0
2961,12216240.0
10826,6005511.0
21551,14657500.0
22092,11987640.0
10380,6500000.0
18038,13750000.0
533,83500000.0
7961,23920960.0
754,16211028.0
12747,7398000.0
17851,10400000.0
12940,16296000.0
659,8029832.0
13566,6600000.0
921,5900000.0
14878,6024260.0
12566,7750000.0
3746,12800000.0
17771,9650000.0
19795,18700000.0
15580,21000000.0
4070,8700000.0
17671,5600000.0
12160,14625520.0
17072,15015200.0
10466,11000000.0
1616,21696433.0
9080,10551364.0
13898,8478500.0
14999,7250000.0
22432,5350000.0
23134,10990000.0
12725,10664962.0
13413,9000000.0
9256,6900000.0
2674,39000000.0
17517,12740000.0
10056,12500000.0
6727,12200000.0
2955,11974860.0
1519,14622629.0
15980,8250000.0
14475,5283420.0
9205,6500000.0
630,174200000.0
19973,61951500.0
10975,6500000.0
20692,14500000.0
6098,12500000.0
20419,36000000.0
17454,32900000.0
11255,18024838.0
774,18378000.0
18275,9690000.0
13512,33993603.0
7647,55000000.0
20179,10500000.0
15776,60947400.0
11350,69850000.0
16741,10690000.0
13923,22398850.0
16395,8000000.0
16021,8700000.0
7165,18700000.0
4138,9900000.0
11018,123978545.0
20034,109900000.0
7390,19066908.0
18977,18900000.0
7783,32500000.0
17205,16000000.0
21849,3290000.0
17797,5197400.0
20870,5900000.0
6956,7600000.0
19430,5000000.0
20805,8100000.0
557,10700000.0
17493,22500000.0
21775,11115790.0
17364,32361059.0
1272,28985061.0
12058,21187200.0
12366,85000000.0
5766,7600000.0
5200,11903480.0
13560,35900000.0
20900,8000000.0
18211,13999000.0
17712,2600000.0
20279,7707840.0
19393,8049198.0
966,7000000.0
11513,29590400.0
5166,9494328.0
4150,10000000.0
13829,9800000.0
6183,4200000.0
18723,5712775.0
2334,4550000.0
12397,10000000.0
192,6049390.0
7732,13500000.0
398,9300000.0
1321,13993622.0
18826,41232300.0
11038,11000000.0
508,32000000.0
9838,7600000.0
1647,25659994.0
9288,7650000.0
19297,9017580.0
10544,10899000.0
13046,10500000.0
10864,7200000.0
15763,32000000.0
5131,4500000.0
9297,6164413.0
4941,10150000.0
16522,7200000.0
17862,7900000.0
1898,9270503.0
9622,10815581.0
19130,12000000.0
14616,49780200.0
22838,7950800.0
5222,14150000.0
11045,11300000.0
1478,12541279.0
3464,125000000.0
15622,57900000.0
3102,9900000.0
12902,5500000.0
22874,2650000.0
16405,13990000.0
11642,118536000.0
21831,8100000.0
14695,53000000.0
23178,6556662.0
20039,15218280.0
4860,8500000.0
17412,16500000.0
12269,10600000.0
6859,12506000.0
21516,148999000.0
12161,15500000.0
11507,10470088.0
6304,7181800.0
20245,6750000.0
9165,7437300.0
8513,5600000.0
19261,11150000.0
12831,6150000.0
17350,120000000.0
12709,5750000.0
12815,11200000.0
13340,5869999.0
17580,9000000.0
12341,7800000.0
12734,20500000.0
1479,12655500.0
7676,175000000.0
4886,9000000.0
19516,35000000.0
4272,8500000.0
12681,17691000.0
583,17388000.0
10389,18223640.0
9780,6900000.0
22110,24000000.0
14474,34961318.0
5922,14950000.0
2771,82500000.0
14506,13227819.0
1681,32950000.0
9016,22400000.0
5362,5190000.0
266,7185360.0
997,7600000.0
19487,5300000.0
7082,19210999.0
9463,9984309.0
22160,30000000.0
5548,5264400.0
20635,17100000.0
3815,11200000.0
8352,7750000.0
13314,5990000.0
19504,7700480.0
3142,120000000.0
5372,5770000.0
11986,10700000.0
12250,7900000.0
16096,8400000.0
15690,9547500.0
8171,7450000.0
139,5290000.0
23179,6650000.0
10437,17642100.0
7715,7551904.0
14309,10600000.0
4069,8600000.0
12947,23000000.0
2619,21500000.0
988,7499000.0
19006,19200000.0
13458,25389245.0
10006,8849180.0
9667,92200000.0
22699,9666160.0
4488,9500000.0
4566,14499000.0
6747,7800000.0
21087,7600000.0
2531,49990000.0
23190,7390487.0
18498,8093350.0
7433,6600000.0
2987,46000000.0
11702,21032000.0
20386,16810183.0
4881,8800000.0
21653,6380000.0
7963,89763265.0
5765,7500000.0
4087,8900000.0
18942,7900000.0
9652,23659926.0
5480,7200000.0
605,25500000.0
18681,9000000.0
15789,95000000.0
15397,13650000.0
3203,23900000.0
9065,7899760.0
2690,41500000.0
20566,19000000.0
21355,6400000.0
5159,8637700.0
335,8019000.0
6660,20209744.0
10287,120000000.0
22279,6500000.0
14580,9117360.0
11789,10139465.0
16916,14440000.0
1566,17213652.0
6400,7800000.0
8709,8399000.0
22367,7400000.0
11953,32798000.0
10644,12548151.0
19326,5600000.0
18536,4450000.0
7125,26000000.0
14676,35900000.0
9711,5600000.0
11811,6350000.0
15601,21695000.0
3198,22400000.0
12852,10125865.0
8905,31900000.0
21720,15114190.0
1348,6700000.0
13569,5994240.0
5409,6400000.0
14845,7300000.0
25,15850000.0
13119,5500000.0
17292,7831030.0
8247,155000000.0
9864,6553600.0
15394,9500000.0
10568,25593200.0
14464,22361163.0
9915,18306918.0
1180,40500000.0
5654,13500000.0
20006,26000000.0
390,9172280.0
11313,9831415.0
3772,18000000.0
3688,6950000.0
22533,7407400.0
6244,5853960.0
5172,10094864.0
14381,11862080.0
23051,11954464.0
2775,85000000.0
3475,136192540.0
14470,94999000.0
21266,20000000.0
469,16951000.0
15147,6234409.0
18184,17500000.0
5838,10551281.0
17081,8500000.0
3247,36700000.0
14669,25515350.0
11839,7950000.0
15161,5500000.0
8174,7779856.0
6415,10117703.0
19004,14800000.0
16073,6100000.0
16780,165000000.0
13690,83472016.0
11649,84191752.0
5371,5700000.0
7392,19942936.0
18635,29900000.0
17591,17311261.0
14246,6600000.0
13754,3774350.0
14638,43990000.0
9389,10300000.0
10193,6100000.0
21961,10000000.0
11279,4921600.0
9343,9000000.0
21876,2962400.0
1480,12706600.0
20624,9000000.0
6123,7100000.0
3324,59000000.0
6057,6000000.0
6018,5300000.0
21104,6241000.0
14275,8069260.0
17603,8600000.0
14945,11201150.0
16103,8100000.0
13335,18500000.0
19839,11100000.0
9368,9600000.0
13657,7400000.0
4721,2800000.0
23099,6150000.0
15772,52125600.0
1836,7000000.0
9513,5000000.0
12998,8102290.0
16325,21990000.0
5246,28572171.0
14597,12450000.0
22439,24095486.0
16293,24368313.0
13673,11000000.0
12153,7199990.0
7408,31000000.0
23199,8000000.0
23249,34796401.0
20347,14614791.0
5662,15714724.0
8923,6450000.0
9067,8038710.0
13442,7950000.0
15764,38000000.0
5802,8850000.0
20905,9194250.0
2510,20000000.0
11167,28500000.0
7458,5700000.0
2521,32700000.0
14158,14500000.0
17458,19500000.0
18645,6500000.0
4119,9490000.0
10695,6700000.0
12498,6800000.0
10917,85000000.0
4122,9500000.0
993,7599000.0
18164,7200000.0
16003,10990000.0
20467,33000000.0
3160,9999000.0
22822,5799999.0
11134,65000000.0
21046,7150000.0
4898,9200000.0
16178,8500000.0
1999,14586264.0
10510,22597000.0
16043,8884585.0
2827,29800000.0
15024,17561800.0
6557,50000000.0
17120,20115000.0
5144,6800000.0
841,33394431.0
210,6250000.0
22639,8297336.0
19503,7600000.0
7403,24708105.0
20239,6588770.0
6558,52500000.0
4652,34916322.0
853,38487359.0
3977,7450000.0
23168,10600000.0
22613,13018000.0
1553,16700000.0
22273,4793067.0
4942,10200000.0
7677,7345084.0
3113,32900000.0
8854,5850000.0
7893,7670150.0
16251,6900000.0
2561,9573409.0
5778,8000000.0
16484,62000000.0
17479,15800000.0
3660,10500000.0
644,57225939.0
13726,4500000.0
23219,7200000.0
12185,5774417.0
19260,5300000.0
20901,8300000.0
12667,10940522.0
13919,19627852.0
22444,16484000.0
6469,21500000.0
19519,8835200.0
20760,9200000.0
15358,9854521.0
20167,4449000.0
10429,7150000.0
16099,8700000.0
22239,4950000.0
1830,6755070.0
35,5250000.0
14735,30900000.0
21385,4900000.0
13672,10499000.0
18674,5250000.0
17307,6499999.0
3132,84500000.0
1066,8800000.0
9600,13500000.0
11185,13700000.0
14568,5628799.0
14008,31515000.0
10599,142383110.0
8020,89760000.0
13703,34955359.0
17196,7303596.0
4814,7800000.0
19895,10500000.0
21427,21300400.0
3640,14900000.0
14350,14548737.0
13299,24000000.0
18534,9865207.0
3733,11200000.0
16558,3880512.0
12975,12400000.0
20826,7200000.0
13805,6650000.0
19945,49561200.0
4127,9600000.0
20373,21109900.0
20309,3700000.0
16578,4300000.0
21842,3300000.0
12913,16200000.0
9842,8800000.0
17983,23900000.0
9679,6700000.0
6070,6100000.0
2285,6300000.0
5242,18084880.0
6788,32136502.0
10028,10250000.0
10578,23613200.0
12554,17540352.0
20506,14200000.0
10901,11373183.0
20780,13372232.0
1275,29700000.0
4813,7800000.0
316,7750000.0
15684,45000000.0
2582,13930753.0
21468,9300000.0
317,7800000.0
20820,17716380.0
17944,21200000.0
9046,100000000.0
19561,7500000.0
5256,27982352.0
10859,7456065.0
6546,29990000.0
7022,13362178.0
21316,5300000.0
3334,62150000.0
9554,7598500.0
22492,15990000.0
1828,6611544.0
5125,11500000.0
13981,6700000.0
15214,9917160.0
22012,12529600.0
21940,15400000.0
17977,33650000.0
20,7600000.0
13432,7990000.0
6317,7359374.0
16609,8250000.0
8839,5150000.0
6366,8458109.0
5417,6500000.0
18362,76700000.0
17971,22946040.0
11885,15000000.0
4376,14565000.0
1269,26490330.0
15441,13400000.0
2905,9714960.0
5934,16849456.0
1211,9101720.0
18244,89000000.0
1913,9893841.0
9545,12411480.0
22228,5500000.0
5151,7200000.0
1640,25034400.0
8119,64990000.0
182,5888126.0
13945,55136880.0
18906,105000000.0
11692,10893810.0
3483,150000000.0
10319,12748400.0
20395,12114984.0
17449,15244800.0
13739,15800000.0
15455,23443000.0
16610,8556500.0
19748,13200000.0
19224,15786608.0
2821,80000000.0
7836,120000000.0
1047,8500000.0
2221,6150000.0
18596,6000000.0
7326,12229750.0
8881,8500000.0
18919,23000000.0
16033,10580247.0
12897,5600000.0
5342,9900000.0
20336,45259938.0
11292,6000000.0
17685,15800000.0
8538,6200000.0
6249,5954960.0
9832,8064910.0
13912,13616000.0
567,13300000.0
1018,8000000.0
23242,18900000.0
5672,6650000.0
16508,21567840.0
11865,6900000.0
738,13591536.0
2893,8900000.0
10463,11000000.0
21756,9900000.0
11226,18950828.0
6886,22500000.0
9327,8500000.0
16278,12500000.0
9034,42000000.0
11398,14269720.0
13420,10897200.0
4756,6750000.0
4708,15489000.0
10675,9905628.0
6689,37712280.0
9785,7000000.0
7382,17900064.0
17936,17500000.0
23038,12400000.0
22448,18199999.0
16504,8875400.0
5501,7400000.0
8010,321909640.0
10241,7400000.0
17729,13433711.0
5836,10361758.0
4029,8000000.0
22435,13253336.0
17385,737193599.0
4750,6500000.0
19830,9000000.0
17746,6500000.0
5143,6750000.0
5205,12313200.0
4592,17700000.0
7476,6300000.0
11948,17600000.0
11250,74932000.0
12676,14400960.0
806,22900000.0
10334,13263944.0
5367,5600000.0
19783,6700000.0
2001,14576708.0
7,5950000.0
8378,82000000.0
16221,35750000.0
19215,9778744.0
14393,13900000.0
10285,102144405.0
22403,300000000.0
2405,11360015.0
4606,20020800.0
6269,6344777.0
6445,24800000.0
21718,13000000.0
3065,95000000.0
1459,11437897.0
21029,47500000.0
9807,7300000.0
10293,150000000.0
1512,14162400.0
15202,8320400.0
3843,5500000.0
18833,72900000.0
3371,77382125.0
12378,5800000.0
23108,5440000.0
2455,41490000.0
5514,7500000.0
21899,7290000.0
9640,18000000.0
9990,7707744.0
1988,13600000.0
2322,3100000.0
12104,10799000.0
12183,14073150.0
5976,7100000.0
4745,6500000.0
20349,4590000.0
15640,185000000.0
16815,39000000.0
9970,6911040.0
2530,47900000.0
19767,7000000.0
22094,12190560.0
23148,4533573.0
15307,8000000.0
1494,13411300.0
12180,11625840.0
3439,105239690.0
8047,95000000.0
7891,7590000.0
16080,6780000.0
7310,11300000.0
20302,8366500.0
15978,7850000.0
8842,5300000.0
22225,6500000.0
662,8262475.0
18504,4464720.0
21994,7852800.0
4228,6000000.0
18864,30000000.0
3291,49000000.0
17867,15829954.0
20509,15157500.0
10727,45395260.0
6794,2356000.0
4629,26607000.0
12479,22996400.0
21212,6000000.0
5790,8484000.0
3791,44561181.0
10618,45000000.0
12202,15287405.0
5734,6200600.0
21969,57000000.0
1474,12250289.0
7613,16563456.0
5234,15978929.0
4887,9000000.0
21748,11891880.0
2746,65000000.0
3948,7000000.0
20882,6900000.0
10236,12890000.0
19938,8500000.0
937,6400000.0
161,5650000.0
9886,9300838.0
16606,7790001.0
13115,9500000.0
5116,7686000.0
1155,17500000.0
13521,19900000.0
12504,8000000.0
2672,38000000.0
17152,26000000.0
4518,7950000.0
22828,5836990.0
2706,48000000.0
18539,6780000.0
4066,8500000.0
3576,38000000.0
1632,23840486.0
3061,49000000.0
13662,8000000.0
13462,49000000.0
11161,12250000.0
15383,7500000.0
7576,3990000.0
10336,5979431.0
4640,30886050.0
22478,70000000.0
17037,8569500.0
200,6196740.0
10682,15144360.0
6312,7319422.0
10111,9859131.0
8674,7550000.0
3737,11500000.0
13749,7100000.0
20166,5550000.0
4004,7700000.0
8874,7500000.0
4933,9800000.0
7254,7822771.0
19251,18000000.0
12657,8300000.0
10481,11500000.0
20190,4738500.0
23187,7183968.0
22561,16506021.0
21617,10500000.0
5640,9750000.0
620,39900000.0
1265,22792500.0
14843,6300000.0
19484,2970000.0
11308,7052220.0
8844,5400000.0
10820,5390550.0
22797,8300000.0
11991,12100000.0
7398,20978581.0
22363,7082296.0
8494,13500000.0
7175,6890000.0
2626,23500000.0
12801,9500000.0
21627,12250000.0
1295,47900000.0
7453,4600000.0
4251,7000000.0
5194,11600000.0
900,43500000.0
3034,54920000.0
3959,7200000.0
18482,7400000.0
13810,7133280.0
9650,22681652.0
17163,8500000.0
9006,15200000.0
6033,5800000.0
15022,35930000.0
4598,23116779.0
12309,5000000.0
6385,9142500.0
10560,11000000.0
10617,38000000.0
15047,9450000.0
21206,10990000.0
8441,12500000.0
13804,6591900.0
4849,8400000.0
6399,9560492.0
18868,35000000.0
10697,6700000.0
21687,8000000.0
7776,29500000.0
10327,8083250.0
17164,9699000.0
7466,6100000.0
470,24722160.0
5594,6490000.0
13251,105000000.0
11159,12800000.0
5235,16201000.0
23113,6930000.0
19035,185854500.0
16305,5500000.0
9382,10000000.0
14201,8200000.0
1802,18915939.0
14631,77990000.0
7171,5384940.0
10906,74286840.0
17618,8486808.0
5485,7200000.0
17026,7800000.0
6088,6300000.0
18089,7000000.0
3449,111430260.0
712,11006876.0
13938,38800000.0
20278,7670000.0
11280,5046250.0
11364,32950000.0
5121,7800000.0
9689,9900000.0
91,3987634.0
15403,19500000.0
19881,59999999.0
3060,37900000.0
18518,9650000.0
3383,79000000.0
21275,32000000.0
8707,8300000.0
12683,21000000.0
1787,104035466.0
12360,123811400.0
15608,129000000.0
9989,7708680.0
9884,8935976.0
15208,9421390.0
3844,5500000.0
22709,12233700.0
20222,6047900.0
6764,9300000.0
1763,13664361.0
5055,11500000.0
5576,5142756.0
14441,6950000.0
134,5125000.0
13932,34000000.0
2002,14706120.0
4175,5421520.0
14399,5990000.0
13128,10400000.0
18930,10700000.0
18968,14684800.0
14316,11500000.0
12858,13140556.0
15677,25500000.0
1841,7342542.0
18671,245661906.0
6145,7200000.0
2525,34000000.0
10377,6450000.0
1707,94000000.0
19083,14500000.0
17150,20000000.0
429,10186041.0
20295,8225068.0
1435,10483000.0
3926,6850000.0
9171,25000000.0
6903,42056000.0
6806,74900000.0
18130,4792600.0
14105,11300000.0
17071,8661400.0
5531,6700000.0
11187,4800000.0
15413,10500000.0
6110,7290600.0
6082,6200000.0
598,22225000.0
16613,9000000.0
13186,8150000.0
697,10248739.0
8187,11000000.0
15049,6400000.0
20059,8000000.0
9726,6150000.0
8635,6999900.0
2546,6750000.0
5908,14366882.0
3882,6280000.0
20168,6027440.0
13073,48200000.0
6250,5900000.0
7922,10200000.0
13329,13500000.0
9372,9690000.0
18168,7727300.0
1601,20539000.0
6412,10005637.0
16210,14490000.0
14191,5139025.0
1960,12029302.0
22866,18500000.0
9818,7400000.0
5065,13369000.0
12463,7480000.0
10007,8800000.0
13060,55989999.0
19594,9814076.0
3327,59000000.0
12712,6700000.0
10209,6300000.0
22647,11229240.0
20176,8890880.0
1789,13372232.0
21636,14504414.0
7062,17000000.0
5274,23591635.0
6345,7900000.0
13416,9644440.0
8926,6950000.0
3352,69000000.0
5432,6739998.0
16601,7400000.0
13320,8600000.0
5550,5602850.0
16365,26000000.0
8421,10387972.0
19047,19616116.0
3788,35275898.0
9271,7150000.0
3392,81467901.0
9338,8800000.0
8427,10993811.0
12758,8000000.0
13066,15458430.0
8302,461525000.0
12880,11900000.0
20199,5350000.0
13666,8300000.0
22507,70000000.0
13051,13990000.0
20496,10698506.0
11399,15700000.0
3539,284766220.0
17278,4364682.0
1838,7180002.0
9728,6170000.0
4590,17400000.0
8891,10000000.0
18045,20200000.0
19417,33012000.0
20464,25380000.0
22815,7599920.0
1159,37000000.0
399,9322920.0
12292,7400000.0
10495,5650000.0
19314,10900000.0
5897,13614730.0
7334,12950000.0
4668,50000000.0
20441,60000000.0
2719,51000000.0
10275,388032000.0
4561,13189000.0
18572,18883508.0
1131,45791000.0
12035,10409340.0
4262,7300000.0
1720,34700000.0
20016,41000000.0
17880,6350000.0
1781,30823885.0
16973,7900000.0
19498,5828054.0
2096,39600018.0
15081,13500000.0
20520,19835200.0
22348,6396390.0
21589,30944000.0
1006,7890000.0
1436,10500000.0
11906,20364500.0
518,17900000.0
16749,6400000.0
8322,16250000.0
15193,7943960.0
2738,59000000.0
13148,8450000.0
7917,9770898.0
3728,10873170.0
4120,9500000.0
21788,16000000.0
1387,8739885.0
8007,92635689.0
18379,8999999.0
7493,3700000.0
3678,5999999.0
41,6150000.0
12937,13700000.0
20210,5845075.0
20268,7459166.0
16255,7750000.0
2252,4200000.0
17606,26488413.0
19880,60000000.0
23052,13000000.0
809,23183000.0
23152,4936342.0
13798,6156405.0
3789,35577000.0
19931,35000000.0
12859,13000000.0
8387,22800000.0
11078,10150000.0
15831,330000000.0
19479,8445000.0
13451,14500000.0
7249,7340680.0
124,4848385.0
19867,21700000.0
3337,64000000.0
9366,9500000.0
2104,59000000.0
9071,8500000.0
15259,6390000.0
17166,15200000.0
9805,7150000.0
7777,29400000.0
21967,43500000.0
8439,12476310.0
7332,12895575.0
16687,19100000.0
21222,100000000.0
6743,7300000.0
3052,98650000.0
9646,21599570.0
11515,31013400.0
8148,85000000.0
15682,6586282.0
22719,24800000.0
6644,17134484.0
16983,7500000.0
6944,6980000.0
1867,8270119.0
11477,10900000.0
18008,6800000.0
14902,7700000.0
9549,15000000.0
375,8875440.0
9418,20500000.0
11668,148573680.0
677,9200000.0
4998,32000000.0
295,7390487.0
6285,6871202.0
10650,12780600.0
20401,63000000.0
7790,39000000.0
21303,6302700.0
5704,4349280.0
1074,9000000.0
3192,19900000.0
10935,7913750.0
15707,15500000.0
11794,14803194.0
12959,54900000.0
5907,14245263.0
8130,75267360.0
13159,6060060.0
833,29402520.0
16764,45000000.0
8801,10499999.0
21051,7500000.0
7728,11700000.0
20408,7550000.0
10130,14150000.0
11447,10748550.0
19310,10423001.0
5328,4902020.0
21364,7032883.0
22091,11992950.0
2125,6700000.0
8878,8000050.0
12765,11500000.0
6425,10550000.0
3024,31042000.0
18449,12912120.0
5178,10637572.0
17622,11260124.0
2233,2850000.0
19179,10500000.0
11620,7760761.0
8515,5600000.0
5322,41200000.0
17702,10400000.0
1658,27887500.0
9678,6000000.0
18016,31000000.0
14760,6950000.0
15551,11602704.0
11024,21438000.0
1061,8750000.0
9365,9500000.0
3717,9700000.0
7638,12400000.0
4531,8900000.0
8919,6000850.0
10201,6150000.0
14710,75000000.0
787,20511090.0
20353,5400000.0
21760,6150000.0
14005,22245000.0
3905,6500000.0
9068,8000000.0
12547,10999000.0
18055,41000000.0
1331,12423491.0
21268,20400000.0
16623,4850000.0
7454,5000000.0
2860,6490000.0
18876,71900000.0
2548,7100000.0
6653,19186200.0
12509,8400000.0
21330,5550000.0
21059,8950000.0
18809,21990000.0
4836,8200000.0
271,7249830.0
6592,8700000.0
9606,14185344.0
7274,8786547.0
7394,20000000.0
21486,15999000.0
10492,9678400.0
15566,87087600.0
11171,7623480.0
12434,13638240.0
9059,6743990.0
7540,6200000.0
17571,10900000.0
11943,7350000.0
8064,12600000.0
4212,4900000.0
13476,11900000.0
14968,39900000.0
9051,22800000.0
13040,9800000.0
19815,6560360.0
8639,7000000.0
3654,50763780.0
13389,11288200.0
5612,7401285.0
6831,6950000.0
21640,15500000.0
8069,15300000.0
1935,10784240.0
3572,10900000.0
4694,8000000.0
10307,87000000.0
1815,5700000.0
14185,8850000.0
14073,8150000.0
12203,18705671.0
22064,65500000.0
9912,9124500.0
2728,55000000.0
15443,14500000.0
15020,32433000.0
17588,14970000.0
14648,12000000.0
11812,6000000.0
3459,120000000.0
19431,6900000.0
2473,31319982.0
11990,11920000.0
19984,10300000.0
3490,157859535.0
14257,7400000.0
2513,21700000.0
8822,7000000.0
1609,20764758.0
19165,6861120.0
1411,9753840.0
7202,16600000.0
19529,5230547.0
4853,8400000.0
13708,209250000.0
11219,12240000.0
307,7600000.0
7330,12500000.0
13935,48500000.0
15630,8000000.0
15260,6500000.0
4234,5700000.0
19585,8745400.0
14647,125000000.0
5025,7500000.0
3881,6200000.0
3758,14773732.0
10147,2700000.0
22931,7100000.0
3637,13348808.0
8608,6500000.0
1725,4968000.0
7644,21500000.0
11391,12300000.0
18556,7150000.0
4581,16300000.0
6507,12770000.0
7520,4300000.0
23198,7895910.0
21590,25433342.0
12121,18779534.0
1834,6900000.0
22291,8999999.0
7569,1000000.0
14044,32000000.0
5051,10500000.0
12339,5142856.0
7884,5918400.0
13955,100000000.0
286,7432824.0
20706,7270000.0
1096,9490000.0
1520,14562651.0
11488,17316875.0
19511,12233700.0
17575,15000000.0
11630,5200000.0
16931,11500000.0
19892,9390000.0
11112,11150000.0
9520,6500000.0
23156,5450000.0
17628,13700000.0
16427,82000000.0
20487,8500000.0
10173,5850000.0
18883,7595360.0
18014,17204198.0
22668,7500000.0
14653,32500000.0
12954,29000000.0
11941,7100000.0
16827,55000000.0
7785,33500000.0
4142,9990000.0
14664,18300000.0
12040,10500000.0
8797,10230000.0
1661,28090851.0
12839,7482404.0
9487,26282195.0
18122,5818224.0
2533,61800000.0
15212,9756000.0
13492,7245840.0
4769,6950000.0
5334,7990000.0
20472,35500000.0
14401,6300000.0
19292,8200000.0
9957,5950000.0
20767,10000000.0
13624,6590000.0
3221,27499999.0
5067,15070000.0
11565,9999000.0
2122,5590000.0
20461,18900000.0
11019,8464140.0
9587,11100300.0
6036,5800000.0
12462,7400000.0
5500,7399000.0
5631,8565690.0
4351,8700000.0
17078,7800000.0
22657,14800000.0
13118,5250000.0
22416,51500000.0
13946,58172299.0
12356,479769175.0
10719,31500000.0
18869,37990000.0
7962,83312691.0
8398,6950000.0
7563,9700000.0
3574,16100000.0
9657,25000000.0
2128,8550000.0
21474,12700000.0
230,6732112.0
14505,12800000.0
15209,9450000.0
1071,8900000.0
20990,12300000.0
7294,10134516.0
17515,175472790.0
13599,9700000.0
21043,6900000.0
5406,6300000.0
6782,16950000.0
19534,5602850.0
14178,5700000.0
19203,14527500.0
15866,33500000.0
22649,11600000.0
21615,10430361.0
2256,4400000.0
4445,20478000.0
3916,6700000.0
10444,14418000.0
16301,8800000.0
21191,89980000.0
5803,8800000.0
4466,36500000.0
22021,16950000.0
22939,33350000.0
8702,8000000.0
11832,21728100.0
1785,41168685.0
1477,12508542.0
15562,37800000.0
18656,15839000.0
18899,10199000.0
790,21098000.0
10932,12653649.0
8576,6450000.0
18148,6108120.0
87,3553122.0
18484,7782200.0
3890,6350000.0
16029,8557865.0
18021,58000000.0
21823,7000000.0
18606,15000000.0
6116,8150000.0
22872,26000000.0
2648,30000000.0
14844,7200000.0
883,7200000.0
13201,900000.0
16028,8050000.0
713,11158694.0
12700,35000000.0
8649,7100000.0
20443,53700000.0
15229,13668000.0
10926,98650000.0
23158,5504130.0
11437,149438200.0
22994,24000000.0
6293,6996600.0
21006,7800000.0
22669,8500000.0
13860,9527840.0
22174,7300000.0
522,25657672.0
3814,8985000.0
8581,21674359.0
6379,8814560.0
20730,9693860.0
20632,12950000.0
13038,9399000.0
17227,53328975.0
6513,14000000.0
11065,7764634.0
13784,4574037.0
21348,6292000.0
19219,9700000.0
112,4550000.0
11089,10500000.0
18562,10667346.0
6138,65000000.0
21989,7000000.0
19440,6250000.0
59,12300000.0
17640,21104360.0
16208,13262155.0
7320,11825352.0
19671,6500000.0
10623,17795580.0
18241,39900000.0
8113,57589700.0
20474,9700000.0
17826,8849927.0
19643,7700000.0
2563,9980000.0
2281,6000000.0
15950,7900000.0
3782,21981848.0
20971,8638250.0
1793,8401281.0
11676,35000000.0
